,node,neighbor,type,Unnamed: 0
3161,10.1248/bpb.31.538,Piper gaudichaudianum (Piperaceae),doi_collectionSpecie,
3162,10.1590/S0103-50532005000400031,Pilocarpus riedelianus,doi_collectionSpecie,
3163,10.1093/mutage/gep034,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie,
3164,10.1016/S0031-9422(00)00323-X,Picramnia teapensis,doi_collectionSpecie,
3165,10.1016/S0031-9422(01)00431-9,Piper tuberculatum (Piperaceae),doi_collectionSpecie,
3166,10.1021/np070312g,Senna spectabilis (Fabaceae),doi_collectionSpecie,
3167,10.1590/S0103-50532006000300017,Cedrela fissilis,doi_collectionSpecie,
3168,10.1055/s-2002-36346,Stemodia foliosa (Scrophulariaceae),doi_collectionSpecie,
3169,10.1590/S0100-40422012000700020,"Rapanea umbellata,Myrsine cuneifolia (Myrsinaceae)",doi_collectionSpecie,
3170,10.1021/cc100076k,Vitex polygama (Verbenaceae),doi_collectionSpecie,
3171,10.1590/S0103-50532002000100019,Dimorphandra mollis,doi_collectionSpecie,
3172,10.1590/S0102-695X2012005000106,Fusarium oxysporum,doi_collectionSpecie,
3173,10.1002/ptr.1249,Maytenus aquifolium (Celastraceae),doi_collectionSpecie,
3174,10.3390/molecules15129205,Esenbeckia leiocarpa,doi_collectionSpecie,
3175,10.1016/j.cbi.2010.08.008,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie,
3176,10.1016/S0031-9422(97)00238-0,Tocoyena formosa (Rubiaceae),doi_collectionSpecie,
3177,10.1016/S0014-5793(02)02700-X,Pilocarpus spicatus (Rutaceae),doi_collectionSpecie,
3178,10.4067/S0717-97072009000300004,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
3179,10.1002/ps.1278,Siphoneugena densiflora (Myrtaceae),doi_collectionSpecie,
3180,10.1590/S0100-40421998000600005,Himatanthus sucuuba (Apocynaceae),doi_collectionSpecie,
3181,10.1590/S0100-46702007000300002,Michelia champaca (Magnoliaceae),doi_collectionSpecie,
3182,10.1515/znc-2002-5-602,Amorpha fruticosa,doi_collectionSpecie,
3183,10.1515/znc-2002-5-602,Tephrosia candida,doi_collectionSpecie,
3184,10.1021/np100840w,Casearia rupestris (Salicaeae),doi_collectionSpecie,
3185,10.1016/0040-4020(95)00254-6,Cassia leptophylla (Fabaceae),doi_collectionSpecie,
3186,10.1590/S0103-50532005000300018,Almeidea rubra (Rutaceae),doi_collectionSpecie,
3187,10.1021/np9703656,Piper hispidum (Piperaceae),doi_collectionSpecie,
3188,10.1007/s10295-012-1165-2,Tithonia diversifolia,doi_collectionSpecie,
3189,10.1007/s10295-012-1165-2,Aspergillus terreus,doi_collectionSpecie,
3190,10.1021/np9704617,Rudgea viburnioides (Rubiaceae),doi_collectionSpecie,
3191,10.1016/S0031-9422(01)00079-6,Petiveria alliacea (Phytolaccaceae),doi_collectionSpecie,
3192,10.1016/j.phytochem.2007.08.012,Peperomia blanda (Piperaceae),doi_collectionSpecie,
3193,10.2174/187152010794728620,Cabralea canjerana,doi_collectionSpecie,
3194,10.2174/187152010794728620,Cedrela odorata (Meliaceae),doi_collectionSpecie,
3195,10.2174/187152010794728620,Toona ciliata (Meliacee),doi_collectionSpecie,
3196,10.1016/j.jpba.2012.08.028,Piper solmsianum,doi_collectionSpecie,
3197,10.3390/molecules190812031,Hortia superba (Rutaceae),doi_collectionSpecie,
3198,10.1016/j.phytochem.2005.04.043,Curvularia sp. (Pleosporaceae),doi_collectionSpecie,
3199,10.1016/j.micres.2004.06.003,Penicillium corylophilum,doi_collectionSpecie,
3200,10.1002/cbdv.200590016,Salacia campestris (Celastraceae),doi_collectionSpecie,
3201,10.1590/S0100-40422008000400005,Conchocarpus heterophyllus (Rutaceae),doi_collectionSpecie,
3202,10.1590/S0102-695X2007000300003,Ouratea multiflora (Ochnaceae),doi_collectionSpecie,
3203,10.1515/znb-2005-0715,Pilocarpus grandiflorus,doi_collectionSpecie,
3204,10.1080/14786419.2011.647020,Humicola grisea,doi_collectionSpecie,
3205,10.1002/cbdv.200800342,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie,
3206,10.1515/znc-2009-11-1212,Penicillium sp. (Trichocomaceae),doi_collectionSpecie,
3207,10.1248/cpb.56.407,Senna spectabilis (Fabaceae),doi_collectionSpecie,
3208,10.1016/j.biortech.2010.01.041,Piper crassinervium (Piperaceae),doi_collectionSpecie,
3209,10.1016/S0031-9422(97)00598-0,Murraya paniculata,doi_collectionSpecie,
3210,10.1016/j.jep.2007.09.020,Vitex polygama (Verbenaceae),doi_collectionSpecie,
3211,10.1590/S0103-50532005000800029,Phomopsis cassiae (Valsaceae),doi_collectionSpecie,
3212,10.1016/j.phytol.2010.11.003,Penicillium sp. (Trichocomaceae),doi_collectionSpecie,
3213,10.1016/j.phytol.2010.11.003,Xylaria sp. (Xylariaceae),doi_collectionSpecie,
3214,10.1590/S0100-40422008000400018,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
3215,10.1055/s-0034-1368301,Nigrospora sphaerica,doi_collectionSpecie,
3216,10.1021/np4006822,Mycoleptodiscus indicus,doi_collectionSpecie,
3217,10.1590/S0102-695X2010000100002,Rapanea lancifolia (Myrsinaceae),doi_collectionSpecie,
3218,10.1155/2013/835081,Streptomyces sp.,doi_collectionSpecie,
3219,10.1055/s-0029-1185364,Peperomia obtusifolia (Piperaceae),doi_collectionSpecie,
3220,10.1021/np50086a012,Angostura paniculata (Rutaceae),doi_collectionSpecie,
3221,10.1021/np900644x,Senna multijuga (Fabaceae),doi_collectionSpecie,
3222,10.1590/S0103-50532003000300007,Murraya paniculata,doi_collectionSpecie,
3223,10.1021/np060254j,Erythrina mulungu (Fabaceae),doi_collectionSpecie,
3224,10.1590/S0103-50532005000400005,Nectandra grandiflora (Lauraceae),doi_collectionSpecie,
3225,10.1021/np030100t,Arrabidaea samydoides (Bignoniaceae),doi_collectionSpecie,
3226,10.1590/S0100-40422009000600037,Trichilia elegans (Meliaceae),doi_collectionSpecie,
3227,10.1016/0031-9422(91)85077-D,Alibertia macrophylla (Rubiaceae),doi_collectionSpecie,
3228,10.1016/S0031-9422(00)00226-0,Piper hispidum (Piperaceae),doi_collectionSpecie,
3229,10.1016/S0031-9422(01)00431-9,Piper arboreum (Piperaceae),doi_collectionSpecie,
3230,10.1590/S0103-50532005000800018,Pothomorphe umbellata (Piperaceae),doi_collectionSpecie,
3231,10.1016/j.jchromb.2012.07.013,Zingiber officinale,doi_collectionSpecie,
3232,10.1002/jobm.200800093,Phoma betae,doi_collectionSpecie,
3233,10.1002/jobm.200800093,Nigrospora sphaerica,doi_collectionSpecie,
3234,10.1016/j.bmc.2010.12.056,Swinglea glutinosa,doi_collectionSpecie,
3235,10.1002/ps.478,Dimorphandra mollis,doi_collectionSpecie,
3236,10.5935/0100-4042.20140049,Vochysia thyrsoidea,doi_collectionSpecie,
3237,10.1055/s-0028-1088323,Cedrela fissilis,doi_collectionSpecie,
3238,10.1021/np9004079,Casearia obliqua (Flacourtiaceae),doi_collectionSpecie,
3239,10.1590/S0100-40422002000300002,Styrax camporum (Styracaceae),doi_collectionSpecie,
3240,10.1016/0031-9422(81)80027-1,Ottonia corcovadensis (Piperaceae),doi_collectionSpecie,
3241,10.1590/S0100-40422008000400023,Swartzia langsdorfii (Fabaceae),doi_collectionSpecie,
3242,10.1016/j.phytochem.2009.08.013,Khaya ivorensis,doi_collectionSpecie,
3243,10.1590/S0100-40422004000200005,Cinnamomum australe (Lauraceae),doi_collectionSpecie,
3244,10.1023/B:JOEC.0000042400.14451.08,Eucalyptus maculata,doi_collectionSpecie,
3245,10.1016/S0031-9422(00)00225-9,Styrax ferrugineus (Styracaceae),doi_collectionSpecie,
3246,10.1021/np049863m,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
3247,10.1080/14786410903335232,Alchornea glandulosa (Euphorbiaceae),doi_collectionSpecie,
3248,10.1016/0031-9422(90)80024-B,Galipea bracteata (Rutaceae),doi_collectionSpecie,
3249,10.1590/S0103-50532005000800025,Raulinoa echinata (Rutaceae),doi_collectionSpecie,
3250,10.1021/np1007476,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
3251,10.1016/S0031-9422(03)00153-5,Calycophyllum spruceanum (Rubiaceae),doi_collectionSpecie,
3252,10.1590/S0102-695X2010005000017,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
3253,10.1002/hlca.200890147,Alibertia edulis (Rubiaceae),doi_collectionSpecie,
3254,10.1590/S0102-695X2008000200010,Lantana lilacina (Verbenaceae),doi_collectionSpecie,
3255,10.1021/np030530j,Piper aduncum (Piperaceae),doi_collectionSpecie,
3256,10.1021/np030530j,Piper gaudichaudianum (Piperaceae),doi_collectionSpecie,
3257,10.1021/np030530j,Piper crassinervium (Piperaceae),doi_collectionSpecie,
3258,10.1021/np030530j,Piper hostmannianum (Piperaceae),doi_collectionSpecie,
3259,10.1021/jf60217a066,Croton zehntneri (Euphorbiaceae),doi_collectionSpecie,
3260,10.1590/S0100-40422010001000006,Xylaria sp. (Xylariaceae),doi_collectionSpecie,
3261,10.1016/S0031-9422(00)00477-5,Iryanthera juruensis (Myristicaceae),doi_collectionSpecie,
3262,10.1016/j.chroma.2009.02.066,Citrus sinensis (Rutaceae),doi_collectionSpecie,
3263,10.1590/S0103-50532010000500016,Spiranthera odoratissima St. odoratissima (Rutaceae),doi_collectionSpecie,
3264,10.1016/j.phytochem.2006.09.005,Periconia atropurpurea (Annonaceae),doi_collectionSpecie,
3265,10.1107/S160053680302107X,Adiscanthus fusciflorus,doi_collectionSpecie,
3266,10.1590/S0073-47212009000100009,Ricinus communis (Euphorbiaceae),doi_collectionSpecie,
3267,10.1016/j.jfca.2003.09.013,Citrus sp. (Rutaceae),doi_collectionSpecie,
3268,10.1016/j.phytochem.2005.06.019,Coussarea hydrangeifolia (Rubiaceae),doi_collectionSpecie,
3269,10.1080/14786410802243271,Piper crassinervium (Piperaceae),doi_collectionSpecie,
3270,10.1016/S0031-9422(99)00132-6,Piper aduncum (Piperaceae),doi_collectionSpecie,
3271,10.1248/cpb.56.723,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
3272,10.1016/j.phytochem.2004.03.039,Cheiloclinium cognatum (Hippocrateaceae),doi_collectionSpecie,
3273,10.1016/j.tiv.2008.01.003,Maytenus ilicifolia (Celastraceae),doi_collectionSpecie,
3274,10.1590/S0103-50532005000800008,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
3275,10.1021/np800106x,Stemodia foliosa (Scrophulariaceae),doi_collectionSpecie,
3276,10.1590/s0100-40422008000700015,Chaetomium globosum,doi_collectionSpecie,
3277,10.1590/S0103-50532005000800026,Aspergillus fumigatus,doi_collectionSpecie,
3278,10.1021/np50086a012,Angostura paniculata (Rutaceae),doi_collectionSpecie,
3279,10.1021/np900644x,Senna multijuga (Fabaceae),doi_collectionSpecie,
3280,10.1590/S0103-50532003000300007,Murraya paniculata,doi_collectionSpecie,
3281,10.1021/np060254j,Erythrina mulungu (Fabaceae),doi_collectionSpecie,
3282,10.1590/S0103-50532005000400005,Nectandra grandiflora (Lauraceae),doi_collectionSpecie,
3283,10.1021/np030100t,Arrabidaea samydoides (Bignoniaceae),doi_collectionSpecie,
3284,10.1590/S0100-40422009000600037,Trichilia elegans (Meliaceae),doi_collectionSpecie,
3285,10.1016/0031-9422(91)85077-D,Alibertia macrophylla (Rubiaceae),doi_collectionSpecie,
3286,10.1016/S0031-9422(00)00226-0,Piper hispidum (Piperaceae),doi_collectionSpecie,
3287,10.1016/S0031-9422(01)00431-9,Piper arboreum (Piperaceae),doi_collectionSpecie,
3288,10.1590/S0103-50532005000800018,Pothomorphe umbellata (Piperaceae),doi_collectionSpecie,
3289,10.1016/j.jchromb.2012.07.013,Zingiber officinale,doi_collectionSpecie,
3290,10.1002/jobm.200800093,Phoma betae,doi_collectionSpecie,
3291,10.1016/j.bmc.2010.12.056,Swinglea glutinosa,doi_collectionSpecie,
3292,10.1002/ps.478,Dimorphandra mollis,doi_collectionSpecie,
3293,10.5935/0100-4042.20140049,Vochysia thyrsoidea,doi_collectionSpecie,
3294,10.1055/s-0028-1088323,Cedrela fissilis,doi_collectionSpecie,
3295,10.1021/np9004079,Casearia obliqua (Flacourtiaceae),doi_collectionSpecie,
3296,10.1590/S0100-40422002000300002,Styrax camporum (Styracaceae),doi_collectionSpecie,
3297,10.1016/0031-9422(81)80027-1,Ottonia corcovadensis (Piperaceae),doi_collectionSpecie,
3298,10.1590/S0100-40422008000400023,Swartzia langsdorfii (Fabaceae),doi_collectionSpecie,
3299,10.1016/j.phytochem.2009.08.013,Khaya ivorensis,doi_collectionSpecie,
3300,10.1590/S0100-40422004000200005,Cinnamomum australe (Lauraceae),doi_collectionSpecie,
3301,10.1023/B:JOEC.0000042400.14451.08,Eucalyptus maculata,doi_collectionSpecie,
3302,10.1016/S0031-9422(00)00225-9,Styrax ferrugineus (Styracaceae),doi_collectionSpecie,
3303,10.1021/np049863m,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
3304,10.1080/14786410903335232,Alchornea glandulosa (Euphorbiaceae),doi_collectionSpecie,
3305,10.1016/0031-9422(90)80024-B,Galipea bracteata (Rutaceae),doi_collectionSpecie,
3306,10.1590/S0103-50532005000800025,Raulinoa echinata (Rutaceae),doi_collectionSpecie,
3307,10.1021/np1007476,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
3308,10.1016/S0031-9422(03)00153-5,Calycophyllum spruceanum (Rubiaceae),doi_collectionSpecie,
3309,10.1590/S0102-695X2010005000017,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
3310,10.1002/hlca.200890147,Alibertia edulis (Rubiaceae),doi_collectionSpecie,
3311,10.1590/S0102-695X2008000200010,Lantana lilacina (Verbenaceae),doi_collectionSpecie,
3312,10.1021/np030530j,Piper aduncum (Piperaceae),doi_collectionSpecie,
3313,10.1021/jf60217a066,Croton zehntneri (Euphorbiaceae),doi_collectionSpecie,
3314,10.1590/S0100-40422010001000006,Xylaria sp. (Xylariaceae),doi_collectionSpecie,
3315,10.1016/S0031-9422(00)00477-5,Iryanthera juruensis (Myristicaceae),doi_collectionSpecie,
3316,10.1016/j.chroma.2009.02.066,Citrus sinensis (Rutaceae),doi_collectionSpecie,
3317,10.1590/S0103-50532010000500016,Spiranthera odoratissima St. odoratissima (Rutaceae),doi_collectionSpecie,
3318,10.1016/j.phytochem.2006.09.005,Periconia atropurpurea (Annonaceae),doi_collectionSpecie,
3319,10.1002/jobm.200800093,Nigrospora sphaerica,doi_collectionSpecie,
3320,10.1107/S160053680302107X,Adiscanthus fusciflorus,doi_collectionSpecie,
3321,10.1590/S0073-47212009000100009,Ricinus communis (Euphorbiaceae),doi_collectionSpecie,
3322,10.1016/j.jfca.2003.09.013,Citrus sp. (Rutaceae),doi_collectionSpecie,
3323,10.1016/j.phytochem.2005.06.019,Coussarea hydrangeifolia (Rubiaceae),doi_collectionSpecie,
3324,10.1080/14786410802243271,Piper crassinervium (Piperaceae),doi_collectionSpecie,
3325,10.1021/np030530j,Piper gaudichaudianum (Piperaceae),doi_collectionSpecie,
3326,10.1016/S0031-9422(99)00132-6,Piper aduncum (Piperaceae),doi_collectionSpecie,
3327,10.1248/cpb.56.723,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
3328,10.1016/j.phytochem.2004.03.039,Cheiloclinium cognatum (Hippocrateaceae),doi_collectionSpecie,
3329,10.1021/np030530j,Piper crassinervium (Piperaceae),doi_collectionSpecie,
3330,10.1016/j.tiv.2008.01.003,Maytenus ilicifolia (Celastraceae),doi_collectionSpecie,
3331,10.1590/S0103-50532005000800008,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
3332,10.1021/np800106x,Stemodia foliosa (Scrophulariaceae),doi_collectionSpecie,
3333,10.1590/s0100-40422008000700015,Chaetomium globosum,doi_collectionSpecie,
3334,10.1590/S0103-50532005000800026,Aspergillus fumigatus,doi_collectionSpecie,
3335,10.1590/S0100-40422006000300016,Chrysophyllum marginatum (Sapotaceae),doi_collectionSpecie,
3336,10.1590/S0100-40422005000600011,Xylaria sp. (Xylariaceae),doi_collectionSpecie,
3337,10.1021/np800612x,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
3338,10.1080/14786410600907002,Swinglea glutinosa,doi_collectionSpecie,
3339,10.1590/S0103-50532007000700017,Alibertia sessilis (Rubiaceae),doi_collectionSpecie,
3340,10.1016/j.phytochem.2008.01.006,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
3341,10.1021/np500453x,Metrodorea stipularis,doi_collectionSpecie,
3342,10.1590/S0103-50532006000300017,Carapa guianensis,doi_collectionSpecie,
3343,10.1590/S0103-50532009000400008,Swinglea glutinosa,doi_collectionSpecie,
3344,10.1023/A:1025694720727,"Raulinoa echinata (Rutaceae), Swietenia macrophylla (Meliaceae)",doi_collectionSpecie,
3345,10.1515/znc-2011-5-607,Carapa guianensis,doi_collectionSpecie,
3346,10.1016/S0031-9422(98)00069-7,Cnidoscolus vitifolius (Euphorbiaceae),doi_collectionSpecie,
3347,10.1016/j.jphotobiol.2013.01.006,Balfourodendron riedelianum (Rutaceae),doi_collectionSpecie,
3348,10.1016/0031-9422(73)85048-4,Dalbergia riparia,doi_collectionSpecie,
3349,10.1016/S0031-9422(98)00249-0,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie,
3350,10.1590/S0103-50532003000500012,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
3351,10.1021/jf00030a035,Anacardium occidentale (Anacardiaceae),doi_collectionSpecie,
3352,10.1016/S0031-9422(00)00248-X,Neoraputia magnifica (Rutaceae),doi_collectionSpecie,
3353,10.1515/znc-2008-5-611,Vitex polygama (Verbenaceae),doi_collectionSpecie,
3354,10.1590/S0100-40422010000900005,Trichilia claussenii (Meliaceae),doi_collectionSpecie,
3355,10.1590/S0103-50532002000100010,Raulinoa echinata (Rutaceae),doi_collectionSpecie,
3356,10.1021/jf063451x,Iryanthera juruensis (Myristicaceae),doi_collectionSpecie,
3357,10.1590/S1519-566X2008000600013,Trichilia pallida,doi_collectionSpecie,
3358,10.1021/np0303963,Cassia spectabilis (Fabaceae),doi_collectionSpecie,
3359,10.1021/np0103970,Raulinoa echinata (Rutaceae),doi_collectionSpecie,
3360,10.1002/ps.1278,Vitex polygama (Verbenaceae),doi_collectionSpecie,
3361,10.1021/np030530j,Piper hostmannianum (Piperaceae),doi_collectionSpecie,
3362,10.5935/0103-5053.19930018,Neoraputia alba (Rutaceae),doi_collectionSpecie,
3363,10.1590/S0103-50532007000700017,Alibertia sessilis (Rubiaceae),doi_collectionSpecie,
3364,10.1080/14786410802243271,Piper crassinervium (Piperaceae),doi_collectionSpecie,
3365,10.1021/np030530j,Piper crassinervium (Piperaceae),doi_collectionSpecie,
3366,10.1007/s10295-012-1165-2,Tithonia diversifolia,doi_collectionSpecie,
3367,10.1002/ps.1278,Vitex polygama (Verbenaceae),doi_collectionSpecie,
3368,10.1021/jf60217a066,Croton zehntneri (Euphorbiaceae),doi_collectionSpecie,
3369,10.1016/S0031-9422(00)00248-X,Neoraputia magnifica (Rutaceae),doi_collectionSpecie,
3370,10.1590/S0100-40422008000400018,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
3371,10.1080/14786410903335232,Alchornea glandulosa (Euphorbiaceae),doi_collectionSpecie,
3372,10.1021/np030100t,Arrabidaea samydoides (Bignoniaceae),doi_collectionSpecie,
3373,10.1021/np0303963,Cassia spectabilis (Fabaceae),doi_collectionSpecie,
3374,10.1021/np049863m,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
3375,10.1590/S0100-40422009000600037,Trichilia elegans (Meliaceae),doi_collectionSpecie,
3376,10.5935/0103-5053.19930018,Neoraputia alba (Rutaceae),doi_collectionSpecie,
3377,10.1021/jf00030a035,Anacardium occidentale (Anacardiaceae),doi_collectionSpecie,
3378,10.1016/j.jchromb.2012.07.013,Zingiber officinale,doi_collectionSpecie,
3379,10.1590/S0100-40422004000200005,Cinnamomum australe (Lauraceae),doi_collectionSpecie,
3380,10.1093/mutage/gep034,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie,
3381,10.1021/np800106x,Stemodia foliosa (Scrophulariaceae),doi_collectionSpecie,
3382,10.1016/S0031-9422(00)00225-9,Styrax ferrugineus (Styracaceae),doi_collectionSpecie,
3383,10.1002/cbdv.200800342,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie,
3384,10.1016/S0031-9422(97)00238-0,Tocoyena formosa (Rubiaceae),doi_collectionSpecie,
3385,10.1590/S0073-47212009000100009,Ricinus communis (Euphorbiaceae),doi_collectionSpecie,
3386,10.1016/0031-9422(73)85048-4,Dalbergia riparia,doi_collectionSpecie,
3387,10.2174/187152010794728620,Cabralea canjerana,doi_collectionSpecie,
3388,10.1590/S0103-50532002000100010,Raulinoa echinata (Rutaceae),doi_collectionSpecie,
3389,10.4067/S0717-97072009000300004,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
3390,10.1515/znc-2002-5-602,Tephrosia candida,doi_collectionSpecie,
3391,10.1016/j.jphotobiol.2013.01.006,Balfourodendron riedelianum (Rutaceae),doi_collectionSpecie,
3392,10.1590/S0103-50532003000500012,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
3393,10.1021/np030530j,Piper aduncum (Piperaceae),doi_collectionSpecie,
3394,10.1023/A:1025694720727,"Raulinoa echinata (Rutaceae), Swietenia macrophylla (Meliaceae)",doi_collectionSpecie,
3395,10.1002/jobm.200800093,Phoma betae,doi_collectionSpecie,
3396,10.1002/jobm.200800093,Nigrospora sphaerica,doi_collectionSpecie,
3397,10.1107/S1600536803019913,Adiscanthus fusciflorus,doi_collectionSpecie,
3398,10.1016/j.phytochem.2004.03.039,Cheiloclinium cognatum (Hippocrateaceae),doi_collectionSpecie,
3399,10.1016/j.jpba.2012.08.028,Piper solmsianum,doi_collectionSpecie,
3400,10.1590/S0103-50532009000100029,Phomopsis sp. (Valsaceae),doi_collectionSpecie,
3401,10.1021/np0103970,Raulinoa echinata (Rutaceae),doi_collectionSpecie,
3402,10.1016/j.phytochem.2008.01.006,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
3403,10.1002/ps.1278,Siphoneugena densiflora (Myrtaceae),doi_collectionSpecie,
3404,10.1155/2013/835081,Streptomyces sp.,doi_collectionSpecie,
3405,10.1107/S160053680302107X,Adiscanthus fusciflorus,doi_collectionSpecie,
3406,10.5935/0100-4042.20140049,Vochysia thyrsoidea,doi_collectionSpecie,
3407,10.1248/bpb.31.538,Piper gaudichaudianum (Piperaceae),doi_collectionSpecie,
3408,10.1248/bpb.31.538,Piper aduncum (Piperaceae),doi_collectionSpecie,
3409,10.1016/S0031-9422(99)00132-6,Piper aduncum (Piperaceae),doi_collectionSpecie,
3410,10.1080/14786410412331271979,Styrax camporum (Styracaceae),doi_collectionSpecie,
3411,10.1590/S0103-50532005000800029,Phomopsis cassiae (Valsaceae),doi_collectionSpecie,
3412,10.1021/np100840w,Casearia rupestris (Salicaeae),doi_collectionSpecie,
3413,10.1007/s10295-012-1165-2,Aspergillus terreus,doi_collectionSpecie,
3414,10.1515/znc-2009-11-1212,Penicillium sp. (Trichocomaceae),doi_collectionSpecie,
3415,10.1590/S0103-50532006000300017,Carapa guianensis,doi_collectionSpecie,
3416,10.1590/S0103-50532006000300017,Cedrela fissilis,doi_collectionSpecie,
3417,10.1016/j.tiv.2008.01.003,Maytenus ilicifolia (Celastraceae),doi_collectionSpecie,
3418,10.1016/0040-4020(95)00254-6,Cassia leptophylla (Fabaceae),doi_collectionSpecie,
3419,10.1016/0031-9422(81)80027-1,Ottonia corcovadensis (Piperaceae),doi_collectionSpecie,
3420,10.1016/j.cbi.2010.08.008,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie,
3421,10.1021/jf100233y,Alchornea glandulosa (Euphorbiaceae),doi_collectionSpecie,
3422,10.1016/j.phytochem.2005.06.019,Coussarea hydrangeifolia (Rubiaceae),doi_collectionSpecie,
3423,10.1590/S0103-50532005000300018,Almeidea rubra (Rutaceae),doi_collectionSpecie,
3424,10.1016/j.jfca.2003.09.013,Citrus sp. (Rutaceae),doi_collectionSpecie,
3425,10.1016/j.chroma.2009.02.009,Hortia oreadica,doi_collectionSpecie,
3426,10.1080/14786419.2011.647020,Humicola grisea,doi_collectionSpecie,
3427,10.1590/S1519-566X2008000600013,Trichilia pallida,doi_collectionSpecie,
3428,10.1590/S0103-50532003000300007,Murraya paniculata,doi_collectionSpecie,
3429,10.1002/ps.478,Dimorphandra mollis,doi_collectionSpecie,
3430,10.1016/S0031-9422(98)00069-7,Cnidoscolus vitifolius (Euphorbiaceae),doi_collectionSpecie,
3431,10.1002/hlca.200890147,Alibertia edulis (Rubiaceae),doi_collectionSpecie,
3432,10.1016/j.phytochem.2009.08.013,Khaya ivorensis,doi_collectionSpecie,
3433,10.1590/S0100-40422008000400005,Conchocarpus heterophyllus (Rutaceae),doi_collectionSpecie,
3434,10.1016/j.phytol.2010.11.003,Penicillium sp. (Trichocomaceae),doi_collectionSpecie,
3435,10.1515/znc-2009-11-1212,Penicillium sp. (Trichocomaceae),doi_collectionSpecie,
3436,10.3390/molecules15129205,Esenbeckia leiocarpa,doi_collectionSpecie,
3437,10.1016/j.tiv.2008.01.003,Maytenus ilicifolia (Celastraceae),doi_collectionSpecie,
3438,10.1515/znc-2002-5-602,Amorpha fruticosa,doi_collectionSpecie,
3439,10.1590/S0103-50532003000300007,Murraya paniculata,doi_collectionSpecie,
3440,10.1016/S0031-9422(98)00069-7,Cnidoscolus vitifolius (Euphorbiaceae),doi_collectionSpecie,
3441,10.1021/np060254j,Erythrina mulungu (Fabaceae),doi_collectionSpecie,
3442,10.1002/jobm.200800093,Phoma betae,doi_collectionSpecie,
3443,10.1021/np030530j,Piper hostmannianum (Piperaceae),doi_collectionSpecie,
3444,10.1016/j.jfca.2003.09.013,Citrus sp. (Rutaceae),doi_collectionSpecie,
3445,10.1016/S0031-9422(00)00225-9,Styrax ferrugineus (Styracaceae),doi_collectionSpecie,
3446,10.1080/14786410600907002,Swinglea glutinosa,doi_collectionSpecie,
3447,10.1590/S0103-50532005000800008,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
3448,10.1016/j.phytochem.2006.09.005,Periconia atropurpurea (Annonaceae),doi_collectionSpecie,
3449,10.1590/S0100-40422012000700020,"Rapanea umbellata,Myrsine cuneifolia (Myrsinaceae)",doi_collectionSpecie,
3450,10.1021/np030530j,Piper gaudichaudianum (Piperaceae),doi_collectionSpecie,
3451,10.1016/j.phytochem.2005.04.043,Curvularia sp. (Pleosporaceae),doi_collectionSpecie,
3452,10.1002/ptr.1249,Maytenus aquifolium (Celastraceae),doi_collectionSpecie,
3453,10.1021/cc100076k,Vitex polygama (Verbenaceae),doi_collectionSpecie,
3454,10.1590/S1519-566X2008000600013,Trichilia pallida,doi_collectionSpecie,
3455,10.1021/np4006822,Mycoleptodiscus indicus,doi_collectionSpecie,
3456,10.1016/S0031-9422(00)00226-0,Piper hispidum (Piperaceae),doi_collectionSpecie,
3457,10.1016/0031-9422(81)80027-1,Ottonia corcovadensis (Piperaceae),doi_collectionSpecie,
3458,10.1080/14786410903335232,Alchornea glandulosa (Euphorbiaceae),doi_collectionSpecie,
3459,10.1248/bpb.31.538,Piper gaudichaudianum (Piperaceae),doi_collectionSpecie,
3460,10.1590/S0102-695X2008000200010,Lantana lilacina (Verbenaceae),doi_collectionSpecie,
3461,10.1016/j.chroma.2009.02.009,Hortia oreadica,doi_collectionSpecie,
