,node,neighbor,type,Unnamed: 0
4932,10.1590/S0100-40422008000400023,Antifungal,doi_bioActivity,
4933,10.1055/s-0029-1185364,Antitrypanosomal,doi_bioActivity,
4934,10.1080/14786410903335232,Anticancer,doi_bioActivity,
4935,10.1016/j.bse.2006.06.007,Antifungal,doi_bioActivity,
4936,10.1021/np800106x,Antibacterial,doi_bioActivity,
4937,10.1016/0031-9422(73)85048-4,Antitrypanosomal,doi_bioActivity,
4938,10.1590/S0100-40422006000300016,Antioxidant,doi_bioActivity,
4939,10.1016/j.phytochem.2007.08.012,Antitrypanosomal,doi_bioActivity,
4940,10.1590/S0102-695X2008000200010,Antibacterial,doi_bioActivity,
4941,10.1590/S0103-50532005000400031,Insecticidal,doi_bioActivity,
4942,10.1590/S0100-46702007000300002,Antifungal,doi_bioActivity,
4943,10.1021/np030530j,Antifungal,doi_bioActivity,
4944,10.1016/S0031-9422(00)00248-X,Antitrypanosomal,doi_bioActivity,
4945,10.1016/j.bmc.2010.12.056,Inhibition of Cathepsin V,doi_bioActivity,
4946,10.1021/np500453x,Inhibition of Cathepsin L,doi_bioActivity,
4947,10.1021/np500453x,Anticancer,doi_bioActivity,
4948,10.1021/np500453x,Inhibition of Cathepsin B,doi_bioActivity,
4949,10.1002/ps.478,Insecticidal,doi_bioActivity,
4950,10.1107/S160053680302107X,Antileishmanial,doi_bioActivity,
4951,10.1002/jobm.200800093,Cytotoxic,doi_bioActivity,
4952,10.1016/S0031-9422(97)00598-0,Antitrypanosomal,doi_bioActivity,
4953,10.1590/S0103-50532007000700017,Antifungal,doi_bioActivity,
4954,10.1590/S0103-50532007000700017,Antioxidant,doi_bioActivity,
4955,10.1055/s-0028-1088323,Antitrypanosomal,doi_bioActivity,
4956,10.1590/S0103-50532005000800029,Antifungal,doi_bioActivity,
4957,10.1590/S0103-50532005000800029,Cytotoxic,doi_bioActivity,
4958,10.1016/S0031-9422(98)00069-7,Inhibition of Glycosidase,doi_bioActivity,
4959,10.1016/S0031-9422(99)00132-6,Antifungal,doi_bioActivity,
4960,10.1016/S0031-9422(99)00132-6,Cytotoxic,doi_bioActivity,
4961,10.1016/S0031-9422(99)00132-6,Anticancer,doi_bioActivity,
4962,10.5935/0100-4042.20140049,Cytotoxic,doi_bioActivity,
4963,10.1590/S0103-50532002000100019,Insecticidal,doi_bioActivity,
4964,10.1016/S0031-9422(98)00249-0,Cytotoxic,doi_bioActivity,
4965,10.1021/jf60217a066,Insect antennae response,doi_bioActivity,
4966,10.1590/S0103-50532002000100010,Antitrypanosomal,doi_bioActivity,
4967,10.1590/S0103-50532002000100010,Antifungal,doi_bioActivity,
4968,10.1002/ptr.1249,Antioxidant,doi_bioActivity,
4969,10.1016/j.jchromb.2012.07.013,Cytotoxic,doi_bioActivity,
4970,10.1155/2013/835081,Antifungal,doi_bioActivity,
4971,10.1590/S0100-40422002000300002,Cytotoxic,doi_bioActivity,
4972,10.1590/S0103-50532003000500012,Antioxidant,doi_bioActivity,
4973,10.1021/np500453x,Inhibition of Cathepsin L,doi_bioActivity,
4974,10.1590/S0100-40422008000400018,Inhibition of Myeloperoxodase,doi_bioActivity,
4975,10.1016/S0014-5793(02)02700-X,Antitrypanosomal,doi_bioActivity,
4976,10.1016/j.chroma.2009.02.009,Antimalarial,doi_bioActivity,
4977,10.1515/znc-2008-5-611,Antileishmanial,doi_bioActivity,
4978,10.1021/cc100076k,Inhibition of Cathepsin V,doi_bioActivity,
4979,10.5935/0103-5053.19960024,Antifungal,doi_bioActivity,
4980,10.1590/S0100-40422008000400005,Antitrypanosomal,doi_bioActivity,
4981,10.1021/np070312g,Anti-inflamatory,doi_bioActivity,
4982,10.1515/znc-2002-5-602,Cytotoxic,doi_bioActivity,
4983,10.4067/S0717-97072009000300004,Inhibition of Glycosidase,doi_bioActivity,
4984,10.1016/S0031-9422(99)00132-6,Antifungal,doi_bioActivity,
4985,10.5935/0103-5053.19930018,Antitrypanosomal,doi_bioActivity,
4986,10.1590/S0100-40422005000600011,Antifungal,doi_bioActivity,
4987,10.1021/np800612x,Cytotoxic,doi_bioActivity,
4988,10.1016/j.phytol.2010.11.003,Antifungal,doi_bioActivity,
4989,10.1021/np500453x,Inhibition of Cathepsin B,doi_bioActivity,
4990,10.1016/j.jphotobiol.2013.01.006,Inhibition of phosphorylating electron transport,doi_bioActivity,
4991,10.1021/np030100t,Antioxidant,doi_bioActivity,
4992,10.1590/S0103-50532005000800029,Antifungal,doi_bioActivity,
4993,10.1021/np1007476,Inhibition of Acetylcholinesterase,doi_bioActivity,
4994,10.1590/S0102-695X2012005000106,Cytotoxic,doi_bioActivity,
4995,10.1590/S0102-695X2010005000017,Cytotoxic,doi_bioActivity,
4996,10.1016/0031-9422(81)80027-1,Anesthetic,doi_bioActivity,
4997,10.1093/mutage/gep034,Mutagenic,doi_bioActivity,
4998,10.1590/S0103-50532007000700017,Antifungal,doi_bioActivity,
4999,10.1016/j.phytochem.2008.01.006,Antioxidant,doi_bioActivity,
5000,10.1515/znc-2011-5-607,Insecticidal,doi_bioActivity,
5001,10.1021/jf00030a035,Cytotoxic,doi_bioActivity,
5002,10.1021/np4006822,Cytotoxic,doi_bioActivity,
5003,10.1590/S0102-695X2010000100002,Antitrypanosomal,doi_bioActivity,
5004,10.1016/S0031-9422(97)00598-0,Antitrypanosomal,doi_bioActivity,
5005,10.1016/S0031-9422(00)00226-0,Antifungal,doi_bioActivity,
5006,10.1016/j.jphotobiol.2013.01.006,Inhibition of uncoupled electron transport,doi_bioActivity,
5007,10.1016/S0031-9422(97)00238-0,Antioxidant,doi_bioActivity,
5008,10.1016/j.chroma.2009.02.009,Antitrypanosomal,doi_bioActivity,
5009,10.1590/S0102-695X2010005000017,Antiangiogenic,doi_bioActivity,
5010,10.1590/S0100-40422009000600037,Insecticidal,doi_bioActivity,
5011,10.1016/j.phytochem.2008.01.006,Inhibition of Myeloperoxodase,doi_bioActivity,
5012,10.1007/s10295-012-1165-2,Cytotoxic,doi_bioActivity,
5013,10.1021/np070312g,Antioxidant,doi_bioActivity,
5014,10.1021/np500453x,Antimalarial,doi_bioActivity,
5015,10.1021/cc100076k,Antitrypanosomal,doi_bioActivity,
5016,10.1021/np0303963,Cytotoxic,doi_bioActivity,
5017,10.1016/j.jchromb.2012.07.013,Cytotoxic,doi_bioActivity,
5018,10.1590/S0103-50532002000100010,Antitrypanosomal,doi_bioActivity,
5019,10.1023/A:1025694720727,Antitrypanosomal,doi_bioActivity,
5020,10.1016/S0031-9422(98)00069-7,Inhibition of Glycosidase,doi_bioActivity,
5021,10.1590/S0103-50532005000800029,Cytotoxic,doi_bioActivity,
5022,10.1021/np800612x,Inhibition of Glycosidase,doi_bioActivity,
5023,10.1016/j.phytochem.2009.08.013,Antifungal,doi_bioActivity,
5024,10.1016/S0031-9422(99)00132-6,Anticancer,doi_bioActivity,
5025,10.1021/np500453x,Antichagasic,doi_bioActivity,
5026,10.1016/S0031-9422(03)00153-5,Antitrypanosomal,doi_bioActivity,
5027,10.1021/np800106x,Antibacterial,doi_bioActivity,
5028,10.1590/S0103-50532005000800025,Antifungal,doi_bioActivity,
5029,10.1016/j.jep.2007.09.020,Antitrypanosomal,doi_bioActivity,
5030,10.1080/14786410600907002,Anticancer,doi_bioActivity,
5031,10.1080/14786410903335232,Anticancer,doi_bioActivity,
5032,10.1016/j.phytochem.2004.03.039,Antioxidant,doi_bioActivity,
5033,10.1590/S0103-50532002000100010,Antifungal,doi_bioActivity,
5034,10.1016/j.bmc.2010.12.056,Inhibition of Cathepsin V,doi_bioActivity,
5035,10.1590/S0103-50532005000300018,Inhibition of Acetylcholinesterase,doi_bioActivity,
5036,10.1248/cpb.56.407,Antinociceptive,doi_bioActivity,
5037,10.1590/S0103-50532005000400031,Insecticidal,doi_bioActivity,
5038,10.1016/S0031-9422(99)00132-6,Cytotoxic,doi_bioActivity,
5039,10.1016/0031-9422(90)80024-B,Molluscicidal,doi_bioActivity,
5040,10.1590/S0103-50532010000500016,Insecticidal,doi_bioActivity,
5041,10.1590/S0102-695X2009000100002,Antitrypanosomal,doi_bioActivity,
5042,10.1021/jf063451x,Anti-inflamatory,doi_bioActivity,
5043,10.1016/j.phytochem.2005.04.043,Antifungal,doi_bioActivity,
5044,10.1248/cpb.56.407,Anti-inflamatory,doi_bioActivity,
5045,10.1021/np4006822,Antileishmanial,doi_bioActivity,
5046,10.1016/j.jpba.2012.08.028,Antitrypanosomal,doi_bioActivity,
5047,10.1055/s-0034-1368301,Anticancer,doi_bioActivity,
5048,10.1590/S0102-695X2012005000106,Antileishmanial,doi_bioActivity,
5049,10.1021/np9703656,Antifungal,doi_bioActivity,
5050,10.1002/jobm.200800093,Cytotoxic,doi_bioActivity,
5051,10.1590/S0103-50532002000100019,Insecticidal,doi_bioActivity,
5052,10.1021/np9704617,Antifungal,doi_bioActivity,
5053,10.1515/znc-2009-11-1212,Antifungal,doi_bioActivity,
5054,10.1021/np0103970,Antitrypanosomal,doi_bioActivity,
5055,10.1016/j.phytochem.2008.01.006,Antifungal,doi_bioActivity,
5056,10.1016/j.phytochem.2005.06.019,Antioxidant,doi_bioActivity,
5057,10.1590/S0102-695X2010005000017,Antifungal,doi_bioActivity,
5058,10.1590/s0100-40422008000700015,Cytotoxic,doi_bioActivity,
5059,10.1016/S0031-9422(97)00238-0,Antifungal,doi_bioActivity,
5060,10.1515/znc-2008-5-611,Antitrypanosomal,doi_bioActivity,
5061,10.1016/S0031-9422(00)00225-9,Antibacterial,doi_bioActivity,
5062,10.1093/mutage/gep034,Genotoxic,doi_bioActivity,
5063,10.1590/S0100-40422010001000006,Cytotoxic,doi_bioActivity,
5064,10.1002/ps.1278,Insecticidal,doi_bioActivity,
5065,10.1023/B:JOEC.0000042400.14451.08,Insecticidal,doi_bioActivity,
5066,10.1021/jf60217a066,Insect antennae response,doi_bioActivity,
5067,10.1016/j.phytol.2010.11.003,Inhibition of Acetylcholinesterase,doi_bioActivity,
5068,10.1021/np4006822,Inhibition of Acetylcholinesterase,doi_bioActivity,
5069,10.1055/s-2002-36346,Antibacterial,doi_bioActivity,
5070,10.3390/molecules190812031,Antileishmanial,doi_bioActivity,
5071,10.1590/S0100-40422012000700020,Inhibition of Acetylcholinesterase,doi_bioActivity,
5072,10.1016/j.jep.2007.09.020,Antileishmanial,doi_bioActivity,
5073,10.1590/S0100-40422010000900005,Insecticidal,doi_bioActivity,
5074,10.1590/S0102-695X2010005000017,Inhibition of Glycosidase,doi_bioActivity,
5075,10.1590/S0103-50532007000700017,Antioxidant,doi_bioActivity,
5076,10.1016/j.phytochem.2006.09.005,Antifungal,doi_bioActivity,
5077,10.1002/cbdv.200800342,Cytotoxic,doi_bioActivity,
5078,10.1093/mutage/gep034,Cytotoxic,doi_bioActivity,
5079,10.1002/hlca.200890147,Antifungal,doi_bioActivity,
5080,10.1016/0040-4020(95)00254-6,Cytotoxic,doi_bioActivity,
5081,10.1055/s-0029-1185364,Antitrypanosomal,doi_bioActivity,
5082,10.1107/S1600536803019913,Antileishmanial,doi_bioActivity,
5083,10.1590/S0103-50532005000800018,Antioxidant,doi_bioActivity,
5084,10.1002/cbdv.200590016,Antioxidant,doi_bioActivity,
5085,10.1590/S0100-40422008000400018,Antifungal,doi_bioActivity,
5086,10.1590/S0103-50532003000300007,Antitrypanosomal,doi_bioActivity,
5087,10.1107/S160053680302107X,Antileishmanial,doi_bioActivity,
5088,10.1055/s-0028-1088323,Antitrypanosomal,doi_bioActivity,
5089,10.1080/14786410412331271979,Cytotoxic,doi_bioActivity,
5090,10.1021/np030530j,Antifungal,doi_bioActivity,
5091,10.3390/molecules190812031,Insecticidal,doi_bioActivity,
5092,10.1590/S0100-46702007000300002,Antifungal,doi_bioActivity,
5093,10.1016/S0031-9422(00)00477-5,Antioxidant,doi_bioActivity,
5094,10.1590/S0103-50532005000800026,Inhibition of Acetylcholinesterase,doi_bioActivity,
5095,10.1016/j.tiv.2008.01.003,Cytotoxic,doi_bioActivity,
5096,10.1016/S0031-9422(98)00249-0,Cytotoxic,doi_bioActivity,
5097,10.1016/j.tiv.2008.01.003,Anticancer,doi_bioActivity,
5098,10.1590/S0102-695X2008000200010,Antibacterial,doi_bioActivity,
5099,10.1590/S0103-50532009000400008,Antileishmanial,doi_bioActivity,
5100,10.1016/j.phytochem.2006.09.005,Cytotoxic,doi_bioActivity,
5101,10.1590/S0103-50532005000800025,Inhibition of Acetylcholinesterase,doi_bioActivity,
5102,10.1590/S0100-40422008000400023,Antifungal,doi_bioActivity,
5103,10.1021/jf063451x,Antioxidant,doi_bioActivity,
5104,10.1515/znb-2005-0715,Antifungal,doi_bioActivity,
5105,10.1016/j.jphotobiol.2013.01.006,Inhibition of basal electron transport,doi_bioActivity,
5106,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,doi_bioActivity,
5107,10.1590/S1519-566X2008000600013,Insecticidal,doi_bioActivity,
5108,10.1016/S0031-9422(01)00079-6,Cytotoxic,doi_bioActivity,
5109,10.1590/S0103-50532009000400008,Antimalarial,doi_bioActivity,
5110,10.1002/ps.478,Insecticidal,doi_bioActivity,
5111,10.1248/cpb.56.723,Antioxidant,doi_bioActivity,
5112,10.1016/j.jphotobiol.2013.01.006,Inhibition of ATP synthesis,doi_bioActivity,
5113,10.1016/S0031-9422(00)00225-9,Antifungal,doi_bioActivity,
5114,10.1590/S0100-40422004000200005,Cytotoxic,doi_bioActivity,
5115,10.1016/S0031-9422(01)00079-6,Antifungal,doi_bioActivity,
5116,10.1021/np900644x,Inhibition of Acetylcholinesterase,doi_bioActivity,
5117,10.1590/S0100-40422008000400018,Antioxidant,doi_bioActivity,
5118,10.1590/S0103-50532005000400005,Antioxidant,doi_bioActivity,
5119,10.1016/j.phytochem.2006.06.004,Antifungal,doi_bioActivity,
5120,10.2174/187152010794728620,Cell growth inhbition,doi_bioActivity,
5121,10.1021/np9004079,Cytotoxic,doi_bioActivity,
5122,10.1016/j.cbi.2010.08.008,Cytotoxic,doi_bioActivity,
5123,10.1021/np060254j,Anxiolytic,doi_bioActivity,
5124,10.1021/np800612x,Antiangiogenic,doi_bioActivity,
5125,10.1515/znc-2002-5-602,Anticancer,doi_bioActivity,
5126,10.1016/j.jfca.2003.09.013,Antioxidant,doi_bioActivity,
5127,10.1590/S0100-40422005000400009,Antifungal,doi_bioActivity,
5128,10.1016/S0031-9422(00)00248-X,Antitrypanosomal,doi_bioActivity,
5129,10.3390/molecules15129205,Inhibition of Acetylcholinesterase,doi_bioActivity,
5130,10.1590/S0103-50532009000400008,Antitrypanosomal,doi_bioActivity,
5131,10.1021/jf100233y,Antioxidant,doi_bioActivity,
5132,10.1021/np1007476,Antioxidant,doi_bioActivity,
5133,10.1021/np070312g,Antioxidant,doi_bioActivity,
5134,10.1002/hlca.200890147,Antifungal,doi_bioActivity,
5135,10.1515/znc-2002-5-602,Insecticidal,doi_bioActivity,
5136,10.1590/S0103-50532002000100010,Antitrypanosomal,doi_bioActivity,
5137,10.1021/jf60217a066,Insect antennae response,doi_bioActivity,
5138,10.1016/S0031-9422(98)00069-7,Inhibition of Glycosidase,doi_bioActivity,
5139,10.1590/S0100-40422012000700020,Inhibition of Acetylcholinesterase,doi_bioActivity,
5140,10.1021/np9703656,Antifungal,doi_bioActivity,
5141,10.1016/j.biortech.2010.01.041,Antiviral,doi_bioActivity,
5142,10.1515/znc-2008-5-611,Antitrypanosomal,doi_bioActivity,
5143,10.1016/j.phytochem.2005.06.019,Antioxidant,doi_bioActivity,
5144,10.1590/S0103-50532007000700017,Antioxidant,doi_bioActivity,
5145,10.1002/ps.478,Insecticidal,doi_bioActivity,
5146,10.1590/S0100-40422008000400023,Antifungal,doi_bioActivity,
5147,10.1248/cpb.56.407,Anti-inflamatory,doi_bioActivity,
5148,10.1590/S0073-47212009000100009,Insecticidal,doi_bioActivity,
5149,10.1590/S0103-50532009000100029,Antitrypanosomal,doi_bioActivity,
5150,10.1016/j.phytochem.2005.04.043,Antifungal,doi_bioActivity,
5151,10.1080/14786410802243271,Antitrypanosomal,doi_bioActivity,
5152,10.1016/j.jep.2007.09.020,Antileishmanial,doi_bioActivity,
5153,10.2174/187152010794728620,Cell growth inhbition,doi_bioActivity,
5154,10.1016/0031-9422(81)80027-1,Anesthetic,doi_bioActivity,
5155,10.1021/np0103970,Antitrypanosomal,doi_bioActivity,
5156,10.1016/S0031-9422(98)00249-0,Cytotoxic,doi_bioActivity,
5157,10.1021/np1007476,Inhibition of Acetylcholinesterase,doi_bioActivity,
5158,10.1107/S1600536803019913,Antileishmanial,doi_bioActivity,
5159,10.1016/j.jfca.2003.09.013,Inhibition of Glycosidase,doi_bioActivity,
5160,10.1016/S0031-9422(00)00477-5,Antioxidant,doi_bioActivity,
5161,10.1016/0040-4020(95)00254-6,Cytotoxic,doi_bioActivity,
5162,10.1590/S0103-50532005000800029,Cytotoxic,doi_bioActivity,
5163,10.1021/jf00030a035,Anticancer,doi_bioActivity,
5164,10.1515/znc-2002-5-602,Anticancer,doi_bioActivity,
5165,10.1590/S0103-50532005000400031,Insecticidal,doi_bioActivity,
5166,10.1016/S0031-9422(97)00238-0,Antifungal,doi_bioActivity,
5167,10.1021/np0303963,Cytotoxic,doi_bioActivity,
5168,10.5935/0103-5053.19960024,Antifungal,doi_bioActivity,
5169,10.1002/ps.1278,Insecticidal,doi_bioActivity,
5170,10.4067/S0717-97072009000300004,Inhibition of Glycosidase,doi_bioActivity,
5171,10.1080/14786410903335232,Anticancer,doi_bioActivity,
5172,10.1016/j.micres.2004.06.003,Antibacterial,doi_bioActivity,
5173,10.1590/S0100-40421998000600005,Antifungal,doi_bioActivity,
5174,10.1590/S0103-50532003000500012,Antioxidant,doi_bioActivity,
5175,10.1515/znc-2002-5-602,Cytotoxic,doi_bioActivity,
5176,10.1002/cbdv.200800342,Cytotoxic,doi_bioActivity,
5177,10.1590/S0100-40422006000300016,Antioxidant,doi_bioActivity,
5178,10.1021/np060254j,Anxiolytic,doi_bioActivity,
5179,10.1016/S0031-9422(97)00238-0,Antioxidant,doi_bioActivity,
5180,10.1590/S0100-40422002000300002,Cytotoxic,doi_bioActivity,
5181,10.1590/S0103-50532002000100010,Antifungal,doi_bioActivity,
5182,10.1021/jf00030a035,Cytotoxic,doi_bioActivity,
5183,10.1590/S0103-50532002000100019,Insecticidal,doi_bioActivity,
5184,10.1590/S0103-50532005000800029,Antifungal,doi_bioActivity,
5185,10.1590/S0103-50532005000800025,Inhibition of Acetylcholinesterase,doi_bioActivity,
5186,10.1016/S0031-9422(03)00153-5,Antitrypanosomal,doi_bioActivity,
5187,10.1055/s-2002-36346,Antibacterial,doi_bioActivity,
5188,10.1107/S160053680302107X,Antileishmanial,doi_bioActivity,
5189,10.1248/cpb.56.723,Inhibition of Glycosidase,doi_bioActivity,
5190,10.1016/S0031-9422(01)00431-9,Antifungal,doi_bioActivity,
5191,10.1590/S0102-695X2007000300003,Antioxidant,doi_bioActivity,
5192,10.1155/2013/835081,Antifungal,doi_bioActivity,
5193,10.1016/j.biortech.2010.01.041,Inhibition of Protease,doi_bioActivity,
5194,10.1021/np9704617,Antifungal,doi_bioActivity,
5195,10.1590/S1519-566X2008000600013,Insecticidal,doi_bioActivity,
5196,10.1590/S0103-50532007000700017,Antifungal,doi_bioActivity,
5197,10.1248/bpb.31.538,Antitrypanosomal,doi_bioActivity,
5198,10.1590/S0103-50532005000800025,Antifungal,doi_bioActivity,
5199,10.1016/j.chroma.2009.02.066,Antifungal,doi_bioActivity,
5200,10.1016/S0031-9422(97)00598-0,Antitrypanosomal,doi_bioActivity,
5201,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,doi_bioActivity,
5202,10.1016/S0014-5793(02)02700-X,Antitrypanosomal,doi_bioActivity,
5203,10.1021/jf100233y,Antioxidant,doi_bioActivity,
5204,10.1016/j.tiv.2008.01.003,Anticancer,doi_bioActivity,
5205,10.1080/14786410600907002,Anticancer,doi_bioActivity,
5206,10.1016/j.phytochem.2008.01.006,Inhibition of Glycosidase,doi_bioActivity,
5207,10.1021/np500453x,Antimalarial,doi_bioActivity,
5208,10.1590/S0100-40422005000400009,Antifungal,doi_bioActivity,
5209,10.1515/znc-2002-5-602,Insecticidal,doi_bioActivity,
5210,10.1016/S0031-9422(01)00431-9,Antifungal,doi_bioActivity,
5211,10.1590/S0103-50532010000500016,Insecticidal,doi_bioActivity,
5212,10.1016/j.jphotobiol.2013.01.006,Inhibition of uncoupled electron transport,doi_bioActivity,
5213,10.1515/znc-2002-5-602,Anticancer,doi_bioActivity,
5214,10.1590/S0100-40422002000300002,Cytotoxic,doi_bioActivity,
5215,10.1016/S0031-9422(97)00238-0,Antioxidant,doi_bioActivity,
5216,10.1016/j.phytochem.2005.04.043,Antifungal,doi_bioActivity,
5217,10.1021/cc100076k,Antitrypanosomal,doi_bioActivity,
5218,10.3390/molecules190812031,Antileishmanial,doi_bioActivity,
5219,10.1021/np1007476,Antioxidant,doi_bioActivity,
5220,10.1590/S0103-50532005000400005,Antioxidant,doi_bioActivity,
5221,10.1590/S0100-40422012000700020,Inhibition of Acetylcholinesterase,doi_bioActivity,
5222,10.1007/s10295-012-1165-2,Cytotoxic,doi_bioActivity,
5223,10.1590/S0102-695X2010005000017,Antifungal,doi_bioActivity,
5224,10.1016/j.biortech.2010.01.041,Inhibition of Protease,doi_bioActivity,
5225,10.1080/14786419.2011.647020,Antiallergenic,doi_bioActivity,
5226,10.1016/0031-9422(91)85077-D,Antifungal,doi_bioActivity,
5227,10.1021/cc100076k,Inhibition of Cathepsin V,doi_bioActivity,
5228,10.1590/S0103-50532005000300018,Inhibition of Acetylcholinesterase,doi_bioActivity,
5229,10.1016/S0031-9422(00)00323-X,Antifungal,doi_bioActivity,
5230,10.1590/S0103-50532006000300017,Insecticidal,doi_bioActivity,
5231,10.1021/np049863m,Antioxidant,doi_bioActivity,
5232,10.1515/znc-2011-5-607,Insecticidal,doi_bioActivity,
5233,10.1021/np500453x,Antichagasic,doi_bioActivity,
5234,10.1590/S0103-50532005000800025,Antifungal,doi_bioActivity,
5235,10.1016/j.jfca.2003.09.013,Inhibition of Glycosidase,doi_bioActivity,
5236,10.2174/187152010794728620,Cell growth inhbition,doi_bioActivity,
5237,10.1021/np900644x,Inhibition of Acetylcholinesterase,doi_bioActivity,
5238,10.1016/S0031-9422(03)00153-5,Antitrypanosomal,doi_bioActivity,
5239,10.1023/A:1025694720727,Antitrypanosomal,doi_bioActivity,
5240,10.1590/S0100-40421998000600005,Antifungal,doi_bioActivity,
5241,10.1093/mutage/gep034,Genotoxic,doi_bioActivity,
5242,10.3390/molecules15129205,Inhibition of Acetylcholinesterase,doi_bioActivity,
5243,10.1016/j.phytochem.2008.01.006,Inhibition of Myeloperoxodase,doi_bioActivity,
5244,10.1016/j.phytochem.2008.01.006,Antifungal,doi_bioActivity,
5245,10.1016/j.phytochem.2008.01.006,Antioxidant,doi_bioActivity,
5246,10.1021/np50086a012,Cytotoxic,doi_bioActivity,
5247,10.1021/np50086a012,Molluscicidal,doi_bioActivity,
5248,10.1002/ps.1278,Insecticidal,doi_bioActivity,
5249,10.1016/S0031-9422(01)00079-6,Cytotoxic,doi_bioActivity,
5250,10.1016/S0031-9422(01)00079-6,Antifungal,doi_bioActivity,
5251,10.4067/S0717-97072009000300004,Inhibition of Glycosidase,doi_bioActivity,
5252,10.1590/S0103-50532005000800018,Antioxidant,doi_bioActivity,
5253,10.1016/j.jphotobiol.2013.01.006,Inhibition of basal electron transport,doi_bioActivity,
5254,10.1016/j.jphotobiol.2013.01.006,Inhibition of ATP synthesis,doi_bioActivity,
5255,10.1016/j.jphotobiol.2013.01.006,Inhibition of phosphorylating electron transport,doi_bioActivity,
5256,10.1248/cpb.56.407,Antinociceptive,doi_bioActivity,
5257,10.1248/cpb.56.407,Anti-inflamatory,doi_bioActivity,
5258,10.1021/np060254j,Anxiolytic,doi_bioActivity,
5259,10.1021/np030100t,Antioxidant,doi_bioActivity,
5260,10.1590/S0102-695X2010005000017,Antiangiogenic,doi_bioActivity,
5261,10.1590/S0102-695X2010005000017,Inhibition of Glycosidase,doi_bioActivity,
5262,10.1590/S0102-695X2010005000017,Cytotoxic,doi_bioActivity,
5263,10.1002/cbdv.200800342,Cytotoxic,doi_bioActivity,
5264,10.1590/S0103-50532005000800026,Inhibition of Acetylcholinesterase,doi_bioActivity,
5265,10.1590/S0103-50532003000500012,Antioxidant,doi_bioActivity,
5266,10.1515/znc-2008-5-611,Antileishmanial,doi_bioActivity,
5267,10.1515/znc-2008-5-611,Antitrypanosomal,doi_bioActivity,
5268,10.1021/np800612x,Antifungal,doi_bioActivity,
5269,10.1021/np800612x,Antiangiogenic,doi_bioActivity,
5270,10.1021/np800612x,Cytotoxic,doi_bioActivity,
5271,10.1021/np800612x,Inhibition of Glycosidase,doi_bioActivity,
5272,10.1021/np100840w,Cytotoxic,doi_bioActivity,
5273,10.1515/znc-2009-11-1212,Inhibition of Acetylcholinesterase,doi_bioActivity,
5274,10.1515/znc-2009-11-1212,Antifungal,doi_bioActivity,
5275,10.1590/S0102-695X2010000100002,Antitrypanosomal,doi_bioActivity,
5276,10.1055/s-2002-36346,Antibacterial,doi_bioActivity,
5277,10.1021/jf063451x,Antioxidant,doi_bioActivity,
5278,10.1021/jf063451x,Anti-inflamatory,doi_bioActivity,
5279,10.1021/jf00030a035,Cytotoxic,doi_bioActivity,
5280,10.1021/jf00030a035,Anticancer,doi_bioActivity,
5281,10.1016/j.jpba.2012.08.028,Antitrypanosomal,doi_bioActivity,
5282,10.1590/S0100-40422008000400005,Antitrypanosomal,doi_bioActivity,
5283,10.1016/j.cbi.2010.08.008,Cytotoxic,doi_bioActivity,
5284,10.1016/j.cbi.2010.08.008,Anticancer,doi_bioActivity,
5285,10.1590/S1519-566X2008000600013,Insecticidal,doi_bioActivity,
5286,10.1248/cpb.56.723,Antioxidant,doi_bioActivity,
5287,10.1248/cpb.56.723,Inhibition of Glycosidase,doi_bioActivity,
5288,10.1248/cpb.56.723,Inhibition of Myeloperoxodase,doi_bioActivity,
5289,10.1590/S0100-40422010000900005,Insecticidal,doi_bioActivity,
5290,10.1590/S0100-40422009000600037,Insecticidal,doi_bioActivity,
5291,10.1080/14786410802243271,Antitrypanosomal,doi_bioActivity,
5292,10.1002/cbdv.200590016,Antioxidant,doi_bioActivity,
5293,10.1016/j.chroma.2009.02.009,Antitrypanosomal,doi_bioActivity,
5294,10.1016/j.chroma.2009.02.009,Antimalarial,doi_bioActivity,
5295,10.1016/j.biortech.2010.01.041,Antiviral,doi_bioActivity,
5296,10.1016/S0031-9422(00)00226-0,Antifungal,doi_bioActivity,
5297,10.1016/j.phytochem.2006.06.004,Cytotoxic,doi_bioActivity,
5298,10.1093/mutage/gep034,Mutagenic,doi_bioActivity,
5299,10.1016/0031-9422(91)85077-D,Antifungal,doi_bioActivity,
5300,10.1021/jf100233y,Antioxidant,doi_bioActivity,
5301,10.1021/np900644x,Inhibition of Acetylcholinesterase,doi_bioActivity,
5302,10.1002/ps.1278,Insecticidal,doi_bioActivity,
5303,10.1016/j.biortech.2010.01.041,Antiviral,doi_bioActivity,
5304,10.1016/j.cbi.2010.08.008,Cytotoxic,doi_bioActivity,
5305,10.1016/j.bse.2006.06.007,Antifungal,doi_bioActivity,
5306,10.1016/S0031-9422(97)00238-0,Antioxidant,doi_bioActivity,
5307,10.1016/S0031-9422(99)00132-6,Cytotoxic,doi_bioActivity,
5308,10.1016/j.tiv.2008.01.003,Anticancer,doi_bioActivity,
5309,10.1002/cbdv.200800342,Cytotoxic,doi_bioActivity,
5310,10.1016/j.phytochem.2007.08.012,Antitrypanosomal,doi_bioActivity,
